,ReadingScore,WritingScore,MathScore,Passed
9198,74,69,74,0
9199,63,66,70,0
9200,75,82,67,0
9201,66,62,58,0
9202,69,72,60,0
9203,48,49,42,0
9204,75,76,74,1
9205,90,89,82,1
9206,69,79,70,0
9207,69,73,83,1
9208,71,65,52,0
9209,64,63,59,0
9210,76,79,80,1
9211,84,80,71,1
9212,48,49,58,0
9213,83,90,80,1
9214,59,63,80,0
9215,74,70,58,0
9216,73,63,68,0
9217,55,56,65,0
9218,49,40,34,0
9219,57,56,65,0
9220,72,70,65,0
9221,59,49,61,0
9222,59,51,67,0
9223,71,71,62,0
9224,60,56,55,0
9225,70,71,77,0
9226,61,64,56,0
9227,64,67,54,0
9228,60,67,76,0
9229,92,95,84,1
9230,94,86,92,1
9231,47,50,55,0
9232,91,85,90,1
9233,64,74,75,0
9234,58,65,55,0
9235,73,75,64,0
9236,79,76,83,1
9237,88,86,89,1
9238,64,63,62,0
9239,55,56,70,0
9240,68,69,78,0
9241,38,34,49,0
9242,46,48,55,0
9243,60,60,54,0
9244,68,72,76,0
9245,76,71,74,0
9246,91,93,82,1
9247,65,68,54,0
9248,54,52,57,0
9249,64,65,45,0
9250,73,61,75,0
9251,78,70,72,0
9252,63,64,54,0
9253,57,58,43,0
9254,69,61,50,0
9255,78,75,81,1
9256,57,52,67,0
9257,82,78,79,1
9258,59,61,45,0
9259,95,93,87,1
9260,72,70,50,0
9261,67,70,77,0
9262,86,86,85,1
9263,46,49,39,0
9264,61,58,47,0
9265,65,68,61,0
9266,72,74,73,0
9267,79,76,77,1
9268,16,17,13,0
9269,88,77,84,1
9270,80,80,87,1
9271,54,46,52,0
9272,42,38,35,0
9273,75,71,83,1
9274,82,81,70,1
9275,39,37,53,0
9276,61,55,57,0
9277,72,70,80,0
9278,58,61,75,0
9279,95,82,82,1
9280,62,56,62,0
9281,60,61,72,0
9282,80,75,83,1
9283,74,76,60,0
9284,73,74,65,0
9285,52,53,60,0
9286,61,61,65,0
9287,70,70,69,0
9288,81,82,86,1
9289,79,80,93,1
9290,62,51,60,0
9291,76,72,56,0
9292,50,51,41,0
9293,61,64,57,0
9294,83,75,74,1
9295,59,56,53,0
9296,86,89,84,1
9297,82,77,67,1
9298,73,83,72,1
9299,68,73,75,0
9300,64,64,70,0
9301,56,61,64,0
9302,45,53,48,0
9303,79,78,88,1
9304,60,55,52,0
9305,61,55,64,0
9306,67,62,80,0
9307,73,69,53,0
9308,71,70,77,0
9309,94,90,87,1
9310,72,67,64,0
9311,82,86,83,1
9312,82,82,71,1
9313,67,63,61,0
9314,64,62,55,0
9315,55,56,59,0
9316,72,73,74,0
9317,92,100,94,1
9318,82,80,85,1
9319,85,86,72,1
9320,64,65,68,0
9321,76,63,79,0
9322,62,67,64,0
9323,91,85,82,1
9324,84,83,75,1
9325,57,53,58,0
9326,86,80,67,1
9327,84,81,80,1
9328,82,81,77,1
9329,42,50,32,0
9330,65,64,45,0
9331,90,84,93,1
9332,90,94,84,1
9333,47,46,43,0
9334,79,72,69,0
9335,72,73,70,0
9336,82,89,72,1
9337,87,89,70,1
9338,94,95,85,1
9339,63,61,53,0
9340,68,76,62,0
9341,86,86,70,1
9342,56,57,70,0
9343,79,75,87,1
9344,86,82,80,1
9345,90,95,84,1
9346,87,86,82,1
9347,78,74,60,0
9348,81,84,77,1
9349,46,40,41,0
9350,67,62,68,0
9351,58,56,55,0
9352,74,70,53,0
9353,90,89,96,1
9354,39,34,41,0
9355,74,73,64,0
9356,83,87,74,1
9357,83,79,78,1
9358,50,51,53,0
9359,73,72,75,0
9360,54,59,48,0
9361,66,67,71,0
9362,56,55,50,0
9363,55,52,41,0
9364,52,44,65,0
9365,82,87,89,1
9366,56,48,44,0
9367,60,59,54,0
9368,57,59,41,0
9369,75,78,70,0
9370,70,73,82,1
9371,75,67,62,0
9372,68,65,56,0
9373,74,71,66,0
9374,54,51,57,0
9375,51,47,60,0
9376,74,78,79,1
9377,81,80,67,1
9378,66,57,65,0
9379,100,99,96,1
9380,51,43,48,0
9381,95,90,86,1
9382,88,83,87,1
9383,95,95,94,1
9384,72,68,72,0
9385,91,87,83,1
9386,75,76,72,0
9387,66,60,73,0
9388,95,96,90,1
9389,46,48,33,0
9390,55,54,64,0
9391,59,52,49,0
9392,70,69,54,0
9393,83,86,85,1
9394,75,68,64,0
9395,51,49,61,0
9396,56,63,49,0
9397,71,74,72,0
9398,70,70,77,0
9399,51,61,65,0
9400,99,95,100,1
9401,56,56,43,0
9402,52,47,45,0
9403,59,58,56,0
9404,49,49,40,0
9405,79,86,65,1
9406,76,86,65,1
9407,50,47,60,0
9408,59,58,57,0
9409,58,58,58,0
9410,91,100,78,1
9411,71,63,66,0
9412,78,80,81,1
9413,98,98,89,1
9414,66,58,63,0
9415,43,42,53,0
9416,31,31,34,0
9417,76,76,67,0
9418,76,73,83,1
9419,67,61,68,0
9420,60,73,71,0
9421,82,77,72,1
9422,81,88,78,1
9423,92,93,85,1
9424,86,82,84,1
9425,71,71,68,0
9426,58,60,64,0
9427,82,88,88,1
9428,86,93,79,1
9429,82,90,87,1
9430,75,81,67,0
9431,39,39,44,0
9432,82,87,74,1
9433,83,88,75,1
9434,68,68,71,0
9435,53,49,59,0
9436,66,70,69,0
9437,81,79,67,1
9438,53,44,48,0
9439,87,88,83,1
9440,86,83,100,1
9441,55,48,58,0
9442,58,62,57,0
9443,76,74,82,1
9444,55,55,55,0
9445,63,57,72,0
9446,90,95,98,1
9447,82,77,67,1
9448,48,43,45,0
9449,55,43,57,0
9450,86,82,58,1
9451,49,45,50,0
9452,61,61,70,0
9453,78,77,68,0
9454,64,56,52,0
9455,76,82,93,1
9456,78,87,70,1
9457,80,80,69,1
9458,72,61,72,0
9459,45,45,54,0
9460,79,84,70,1
9461,82,76,78,1
9462,66,67,53,0
9463,54,55,64,0
9464,92,99,99,1
9465,80,83,70,1
9466,59,56,57,0
9467,100,90,99,1
9468,90,85,74,1
9469,77,68,69,0
9470,63,60,51,0
9471,86,88,100,1
9472,77,74,85,1
9473,85,90,91,1
9474,60,67,54,0
9475,62,59,81,0
9476,57,53,44,0
9477,84,75,91,1
9478,81,90,82,1
9479,55,60,60,0
9480,60,58,74,0
9481,39,45,47,0
9482,68,67,71,0
9483,36,33,29,0
9484,79,74,86,1
9485,64,69,82,0
9486,55,46,40,0
9487,82,79,85,1
9488,83,89,90,1
9489,41,43,30,0
9490,77,76,78,1
9491,76,71,70,0
9492,72,69,64,0
9493,76,72,53,0
9494,74,80,83,1
9495,66,73,71,0
9496,64,64,55,0
9497,56,49,55,0
9498,95,93,97,1
9499,68,65,71,0
9500,50,54,53,0
9501,67,65,67,0
9502,73,72,78,0
9503,45,45,50,0
9504,47,45,49,0
9505,77,75,77,1
9506,77,82,79,1
9507,81,82,84,1
9508,77,67,73,0
9509,69,68,58,0
9510,78,63,81,0
9511,51,51,50,0
9512,78,75,57,0
9513,70,63,63,0
9514,65,61,68,0
9515,57,54,57,0
9516,65,71,74,0
9517,65,59,71,0
9518,99,98,96,1
9519,75,72,75,0
9520,41,37,52,0
9521,68,65,65,0
9522,75,77,64,0
9523,49,49,60,0
9524,88,88,87,1
9525,49,43,38,0
9526,60,52,48,0
9527,87,90,87,1
9528,67,68,66,0
9529,48,47,61,0
9530,72,73,86,1
9531,54,67,72,0
9532,89,93,88,1
9533,67,70,63,0
9534,63,62,67,0
9535,77,78,75,1
9536,94,97,89,1
9537,85,86,80,1
9538,85,77,78,1
9539,78,78,75,1
9540,81,79,67,1
9541,86,85,80,1
9542,95,95,71,1
9543,42,43,46,0
9544,69,63,68,0
9545,40,33,29,0
9546,69,66,64,0
9547,83,80,81,1
9548,62,61,58,0
9549,59,59,67,0
9550,74,76,66,0
9551,71,65,82,0
9552,91,87,85,1
9553,68,72,59,0
9554,89,87,100,1
9555,68,66,67,0
9556,53,45,61,0
9557,80,79,92,1
9558,47,39,49,0
9559,52,54,44,0
9560,65,61,47,0
9561,85,79,96,1
9562,65,63,77,0
9563,100,100,84,1
9564,53,48,63,0
9565,55,58,51,0
9566,76,66,69,0
9567,63,61,50,0
9568,61,58,58,0
9569,59,67,52,0
9570,95,100,89,1
9571,73,68,72,0
9572,53,59,39,0
9573,67,65,62,0
9574,73,58,72,0
9575,48,48,41,0
9576,57,58,48,0
9577,40,45,41,0
9578,60,63,67,0
9579,57,52,45,0
9580,70,60,55,0
9581,74,72,60,0
9582,62,59,71,0
9583,85,95,74,1
9584,66,63,62,0
9585,54,57,47,0
9586,61,58,67,0
9587,57,69,53,0
9588,83,82,81,1
9589,99,100,85,1
9590,51,52,56,0
9591,55,58,58,0
9592,28,26,39,0
9593,34,24,41,0
9594,60,63,62,0
9595,69,68,64,0
9596,89,91,85,1
9597,85,81,68,1
9598,67,74,73,0
9599,61,58,68,0
9600,43,37,50,0
9601,62,55,58,0
9602,65,66,55,0
9603,73,76,65,0
9604,91,97,91,1
9605,63,65,50,0
9606,69,68,72,0
9607,50,45,59,0
9608,67,66,73,0
9609,41,33,38,0
9610,75,71,60,0
9611,55,63,47,0
9612,69,58,72,0
9613,82,86,75,1
9614,83,93,97,1
9615,61,54,65,0
9616,74,69,65,0
9617,89,84,71,1
9618,36,41,45,0
9619,73,65,59,0
9620,98,100,85,1
9621,68,65,61,0
9622,46,45,44,0
9623,54,55,45,0
9624,79,73,86,1
9625,63,58,52,0
9626,61,56,68,0
9627,74,68,78,0
9628,65,68,50,0
9629,67,59,69,0
9630,75,70,68,0
9631,72,72,69,0
9632,45,39,35,0
9633,49,41,58,0
9634,62,69,60,0
9635,65,70,80,0
9636,69,59,65,0
9637,80,84,80,1
9638,66,66,75,0
9639,58,52,59,0
9640,69,65,65,0
9641,66,66,52,0
9642,62,57,65,0
9643,64,73,52,0
9644,70,67,51,0
9645,54,49,59,0
9646,59,54,60,0
9647,88,96,94,1
9648,59,62,50,0
9649,95,87,79,1
9650,63,62,46,0
9651,83,85,84,1
9652,78,76,91,1
9653,65,62,47,0
9654,82,86,74,1
9655,79,70,85,1
9656,61,61,58,0
9657,98,96,94,1
9658,66,67,63,0
9659,74,73,62,0
9660,81,78,67,1
9661,79,82,72,1
9662,77,79,87,1
9663,57,63,52,0
9664,57,49,45,0
9665,49,54,43,0
9666,71,58,73,0
9667,40,41,53,0
9668,69,76,66,0
9669,87,86,78,1
9670,76,75,65,0
9671,70,67,66,0
9672,75,72,72,0
9673,93,93,78,1
9674,54,60,56,0
9675,63,56,61,0
9676,73,72,78,0
9677,81,83,85,1
9678,71,66,76,0
9679,65,70,62,0
9680,34,31,28,0
9681,91,88,93,1
9682,85,84,62,1
9683,57,57,64,0
9684,51,57,41,0
9685,81,85,67,1
9686,68,69,81,0
9687,78,82,79,1
9688,72,72,86,1
9689,75,75,80,1
9690,55,55,61,0
9691,84,89,77,1
9692,51,44,35,0
9693,66,71,72,0
9694,60,57,47,0
9695,56,45,55,0
9696,82,86,77,1
9697,80,79,77,1
9698,95,81,91,1
9699,66,68,61,0
9700,59,56,58,0
9701,68,68,49,0
9702,72,77,56,0
9703,77,76,80,1
9704,68,75,60,0
9705,30,32,35,0
9706,74,70,63,0
9707,61,60,45,0
9708,42,46,52,0
9709,73,73,74,0
9710,80,82,85,1
9711,67,64,67,0
9712,91,88,95,1
9713,57,58,58,0
9714,62,55,60,0
9715,65,73,63,0
9716,84,87,78,1
9717,58,60,46,0
9718,46,40,52,0
9719,72,66,53,0
9720,80,71,67,0
9721,81,77,84,1
9722,65,66,73,0
9723,49,42,49,0
9724,70,65,75,0
9725,84,85,89,1
9726,49,47,52,0
9727,73,71,63,0
9728,67,65,55,0
9729,80,83,71,1
9730,54,54,42,0
9731,58,57,55,0
9732,69,68,66,0
9733,49,36,51,0
9734,88,83,77,1
9735,58,42,55,0
9736,75,69,83,1
9737,44,44,51,0
9738,92,77,89,1
9739,65,64,57,0
9740,71,70,63,0
9741,81,83,69,1
9742,76,74,54,0
9743,75,75,70,0
9744,39,37,48,0
9745,37,37,41,0
9746,53,53,50,0
9747,78,71,79,1
9748,88,90,74,1
9749,98,97,96,1
9750,90,90,73,1
9751,91,90,89,1
9752,64,70,68,0
9753,77,83,68,1
9754,77,72,65,0
9755,75,66,74,0
9756,66,64,59,0
9757,86,86,80,1
9758,72,66,62,0
9759,65,70,55,0
9760,79,70,80,1
9761,47,47,54,0
9762,62,69,70,0
9763,69,75,70,0
9764,89,85,73,1
9765,63,65,70,0
9766,72,78,85,1
9767,78,73,83,1
9768,74,76,86,1
9769,93,94,100,1
9770,89,87,76,1
9771,66,67,62,0
9772,41,36,45,0
9773,55,55,64,0
9774,86,95,87,1
9775,59,56,56,0
9776,59,56,62,0
9777,100,100,88,1
9778,71,80,86,1
9779,72,77,54,0
9780,83,83,74,1
9781,64,62,65,0
9782,70,66,75,0
9783,86,95,92,1
9784,64,56,51,0
9785,90,89,71,1
9786,83,84,81,1
9787,68,60,67,0
9788,75,72,68,0
9789,70,63,59,0
9790,56,55,71,0
9791,97,96,100,1
9792,95,93,87,1
9793,94,100,93,1
9794,60,62,60,0
9795,90,92,87,1
9796,76,71,54,0
9797,82,76,64,0
9798,59,64,69,0
9799,84,80,86,1
9800,40,36,45,0
9801,89,88,78,1
9802,55,56,51,0
9803,62,65,70,0
9804,82,78,71,1
9805,84,86,97,1
9806,69,64,77,0
9807,75,73,69,0
9808,72,73,62,0
9809,60,63,66,0
9810,77,71,71,0
9811,49,43,55,0
9812,52,44,46,0
9813,64,53,57,0
9814,82,76,73,1
9815,72,80,66,0
9816,58,55,48,0
9817,92,93,95,1
9818,80,85,73,1
9819,77,71,85,1
9820,70,74,70,0
9821,88,89,79,1
9822,84,84,69,1
9823,65,73,74,0
9824,77,87,75,1
9825,66,73,78,0
9826,83,81,82,1
9827,93,91,100,1
9828,62,62,68,0
9829,83,73,67,0
9830,68,78,73,0
9831,69,60,62,0
9832,77,81,87,1
9833,58,55,47,0
9834,85,82,86,1
9835,99,98,78,1
9836,83,80,89,1
9837,34,24,45,0
9838,56,55,71,0
9839,72,67,68,0
9840,91,92,96,1
9841,51,50,44,0
9842,68,74,72,0
9843,73,73,54,0
9844,73,76,75,0
9845,73,72,74,0
9846,81,82,76,1
9847,88,81,88,1
9848,54,51,28,0
9849,77,78,62,0
9850,81,76,78,1
9851,78,77,65,0
9852,94,100,81,1
9853,34,30,26,0
9854,88,93,100,1
9855,56,50,69,0
9856,72,72,59,0
9857,66,62,51,0
9858,68,63,80,0
9859,90,81,91,1
9860,58,58,65,0
9861,94,93,90,1
9862,62,59,64,0
9863,75,76,84,1
9864,77,78,84,1
9865,88,92,87,1
9866,37,43,30,0
9867,88,84,94,1
9868,81,76,58,0
9869,70,69,60,0
9870,56,50,68,0
9871,77,74,96,1
9872,81,86,75,1
9873,74,74,60,0
9874,68,64,55,0
9875,60,60,45,0
9876,82,73,63,0
9877,85,80,90,1
9878,67,76,58,0
9879,52,52,53,0
9880,61,64,68,0
9881,75,68,60,0
9882,62,58,63,0
9883,75,78,73,1
9884,33,31,47,0
9885,84,90,84,1
9886,59,57,70,0
9887,77,72,91,1
9888,60,61,43,0
9889,45,48,52,0
9890,65,65,65,0
9891,69,66,61,0
9892,66,67,73,0
9893,69,70,67,0
9894,65,61,74,0
9895,41,28,37,0
9896,96,94,87,1
9897,65,69,58,0
9898,72,74,67,0
9899,60,58,58,0
9900,62,66,50,0
9901,81,71,60,0
9902,65,68,76,0
9903,37,32,43,0
9904,100,100,100,1
9905,62,68,82,0
9906,39,44,36,0
9907,84,80,71,1
9908,89,98,82,1
9909,70,71,51,0
9910,73,71,62,0
9911,76,85,78,1
9912,62,67,49,0
9913,72,72,75,0
9914,54,54,47,0
9915,80,76,81,1
9916,50,47,45,0
9917,68,65,58,0
9918,65,64,51,0
9919,58,56,57,0
9920,68,69,75,0
9921,83,77,86,1
9922,60,53,62,0
9923,85,74,63,0
9924,98,98,97,1
9925,56,56,64,0
9926,52,53,32,0
9927,70,76,59,0
9928,58,57,59,0
9929,82,76,92,1
9930,58,50,48,0
9931,81,83,84,1
9932,71,68,74,0
9933,57,52,53,0
9934,66,62,76,0
9935,94,84,89,1
9936,58,56,72,0
9937,94,96,86,1
9938,76,73,59,0
9939,93,93,86,1
9940,74,80,85,1
9941,75,74,67,0
9942,51,49,53,0
9943,60,48,62,0
9944,53,46,55,0
9945,62,62,54,0
9946,82,84,92,1
9947,82,92,97,1
9948,90,95,96,1
9949,64,63,61,0
9950,70,64,55,0
9951,66,69,64,0
9952,66,65,69,0
9953,65,61,73,0
9954,53,46,41,0
9955,65,73,71,0
9956,58,60,40,0
9957,94,90,95,1
9958,90,91,74,1
9959,57,54,62,0
9960,64,65,66,0
9961,96,83,80,1
9962,83,83,73,1
9963,71,67,68,0
9964,42,38,30,0
9965,73,77,78,1
9966,41,39,53,0
9967,91,88,82,1
9968,87,85,70,1
9969,99,97,87,1
9970,90,86,100,1
9971,72,72,75,0
9972,83,85,79,1
9973,61,68,55,0
9974,73,75,62,0
9975,43,46,52,0
9976,93,88,93,1
9977,58,56,67,0
9978,66,60,64,0
9979,94,95,70,1
9980,50,49,49,0
9981,70,68,77,0
9982,59,65,56,0
9983,75,74,56,0
9984,93,92,92,1
9985,74,80,87,1
9986,78,77,86,1
9987,76,72,62,0
9988,53,44,38,0
9989,59,53,48,0
9990,68,66,65,0
9991,56,68,65,0
9992,68,67,60,0
9993,96,100,96,1
9994,34,36,27,0
9995,38,33,31,0
9996,52,59,49,0
9997,65,66,48,0
9998,67,64,65,0
9999,71,73,85,1
10000,54,54,48,0
10001,100,98,79,1
10002,62,64,82,0
10003,66,64,74,0
10004,81,80,83,1
10005,99,93,84,1
10006,71,66,53,0
10007,50,39,36,0
10008,50,61,59,0
10009,59,57,70,0
10010,71,67,75,0
10011,69,56,64,0
10012,78,81,79,1
10013,61,60,63,0
10014,47,58,60,0
10015,61,53,46,0
10016,68,75,87,1
10017,60,58,50,0
10018,59,49,42,0
10019,52,54,53,0
10020,79,83,77,1
10021,57,49,53,0
10022,75,71,80,1
10023,78,76,63,0
10024,73,70,77,0
10025,87,84,75,1
10026,81,79,65,1
10027,98,98,88,1
10028,89,87,81,1
10029,60,56,60,0
10030,56,55,54,0
10031,61,64,67,0
10032,97,94,76,1
10033,60,56,67,0
10034,83,76,82,1
10035,97,100,82,1
10036,62,67,69,0
10037,81,78,86,1
10038,51,53,46,0
10039,81,70,74,1
10040,82,84,72,1
10041,99,98,79,1
10042,74,69,73,0
10043,53,42,64,0
10044,65,60,49,0
10045,78,78,67,0
10046,85,80,78,1
10047,49,46,51,0
10048,47,44,42,0
10049,77,72,77,1
10050,87,89,97,1
10051,72,70,61,0
10052,90,83,72,1
10053,64,59,78,0
10054,73,76,71,0
10055,49,47,36,0
10056,45,38,52,0
10057,62,63,69,0
10058,56,61,51,0
10059,58,62,52,0
10060,73,72,61,0
10061,58,54,51,0
10062,51,43,45,0
10063,81,68,83,1
10064,35,40,45,0
10065,65,62,67,0
10066,82,87,73,1
10067,74,67,65,0
10068,45,50,47,0
10069,58,54,44,0
10070,54,58,64,0
10071,55,50,51,0
10072,82,88,87,1
10073,72,73,57,0
10074,77,74,74,1
10075,76,81,79,1
10076,74,72,78,0
10077,96,100,94,1
10078,77,79,77,1
10079,60,54,60,0
10080,76,74,82,1
10081,70,77,70,0
10082,54,49,54,0
10083,91,84,98,1
10084,49,45,51,0
10085,83,90,72,1
10086,70,71,52,0
10087,62,60,62,0
10088,50,50,62,0
10089,93,90,78,1
10090,57,57,61,0
10091,58,60,57,0
10092,72,84,72,1
10093,74,71,73,0
10094,64,66,73,0
10095,90,96,89,1
10096,69,67,73,0
10097,83,82,75,1
10098,72,74,59,0
10099,88,85,94,1
10100,77,82,80,1
10101,62,58,70,0
10102,72,72,83,1
10103,53,53,54,0
10104,74,77,82,1
10105,62,61,48,0
10106,72,68,77,0
10107,55,61,59,0
10108,71,74,77,0
10109,74,73,65,0
10110,82,79,64,1
10111,36,49,41,0
10112,85,88,88,1
10113,86,89,74,1
10114,60,60,53,0
10115,62,60,59,0
10116,68,67,61,0
10117,81,71,80,1
10118,56,55,61,0
10119,61,67,60,0
10120,80,88,100,1
10121,92,89,78,1
10122,74,73,56,0
10123,78,79,66,0
10124,80,74,79,1
10125,96,95,94,1
10126,64,67,62,0
10127,87,89,79,1
10128,60,57,36,0
10129,71,72,85,1
10130,61,63,73,0
10131,88,97,89,1
10132,51,54,56,0
10133,74,73,63,0
10134,91,89,92,1
10135,70,63,72,0
10136,58,49,57,0
10137,73,70,63,0
10138,63,61,71,0
10139,79,80,76,1
10140,91,89,82,1
10141,77,73,61,0
10142,96,99,88,1
10143,55,51,37,0
10144,67,68,61,0
10145,86,80,86,1
10146,86,84,88,1
10147,83,80,72,1
10148,61,62,69,0
10149,65,63,60,0
10150,67,71,57,0
10151,51,59,57,0
10152,88,88,75,1
10153,77,80,78,1
10154,56,58,66,0
10155,55,59,44,0
10156,58,56,57,0
10157,55,51,50,0
10158,61,69,77,0
10159,54,52,45,0
10160,78,75,60,0
10161,80,84,66,1
10162,92,90,86,1
10163,75,81,70,1
10164,20,21,18,0
10165,49,45,46,0
10166,32,30,41,0
10167,76,73,76,1
10168,82,88,73,1
10169,76,75,59,0
10170,83,76,78,1
10171,77,75,72,0
10172,47,50,46,0
10173,55,52,63,0
10174,49,49,52,0
10175,87,83,88,1
10176,78,83,84,1
10177,86,87,80,1
10178,75,77,66,0
10179,65,58,48,0
10180,81,86,90,1
10181,100,100,89,1
10182,58,61,53,0
10183,72,77,54,0
10184,96,95,97,1
10185,75,74,82,1
10186,63,59,74,0
10187,51,53,50,0
10188,60,65,57,0
10189,92,92,96,1
10190,97,99,100,1
10191,61,49,72,0
10192,68,72,60,0
10193,86,82,66,1
10194,81,78,80,1
10195,62,54,52,0
10196,66,73,61,0
10197,59,60,54,0
10198,44,42,41,0
10199,65,64,43,0
10200,70,72,71,0
10201,62,68,51,0
10202,75,72,78,1
10203,51,47,38,0
10204,86,78,83,1
10205,87,85,94,1
10206,54,60,59,0
10207,82,79,72,1
10208,99,100,91,1
10209,42,38,33,0
10210,81,83,86,1
10211,60,64,83,0
10212,74,71,65,0
10213,92,92,77,1
10214,60,55,63,0
10215,49,47,44,0
10216,66,70,60,0
10217,61,66,71,0
10218,85,80,95,1
10219,80,83,77,1
10220,80,86,92,1
10221,42,43,33,0
10222,50,53,47,0
10223,57,58,55,0
10224,55,49,57,0
10225,54,54,63,0
10226,79,77,66,0
10227,60,53,42,0
10228,50,50,49,0
10229,84,78,77,1
10230,34,31,31,0
10231,56,59,45,0
10232,64,60,50,0
10233,94,84,99,1
10234,72,73,70,0
10235,82,81,65,1
10236,64,75,65,0
10237,58,45,69,0
10238,80,75,72,1
10239,84,79,74,1
10240,75,70,66,0
10241,67,63,66,0
10242,47,51,52,0
10243,53,59,45,0
10244,58,60,65,0
10245,73,71,59,0
10246,67,69,56,0
10247,49,49,43,0
10248,77,75,80,1
10249,74,73,65,0
10250,74,78,64,0
10251,60,59,59,0
10252,80,76,81,1
10253,61,63,72,0
10254,58,58,43,0
10255,64,66,60,0
10256,80,74,67,0
10257,81,81,90,1
10258,83,78,70,1
10259,66,62,62,0
10260,61,63,68,0
10261,40,33,50,0
10262,49,48,53,0
10263,74,75,80,1
10264,98,97,90,1
10265,72,69,73,0
10266,89,82,76,1
10267,95,96,95,1
10268,57,48,55,0
10269,71,63,64,0
10270,65,57,57,0
10271,66,57,63,0
10272,46,45,61,0
10273,68,67,61,0
10274,66,73,67,0
10275,68,72,57,0
10276,84,86,71,1
10277,65,58,50,0
10278,84,82,93,1
10279,53,53,49,0
10280,54,55,58,0
10281,57,57,55,0
10282,52,50,45,0
10283,99,90,85,1
10284,94,97,82,1
10285,39,46,41,0
10286,39,42,47,0
10287,56,56,43,0
10288,66,62,75,0
10289,69,78,72,0
10290,76,70,65,0
10291,79,76,64,0
10292,75,73,85,1
10293,73,68,75,0
10294,56,52,62,0
10295,32,24,26,0
10296,55,53,58,0
10297,52,49,53,0
10298,69,71,63,0
10299,80,77,79,1
10300,54,51,62,0
10301,77,73,83,1
10302,44,37,24,0
10303,65,70,69,0
10304,63,59,53,0
10305,74,79,91,1
10306,64,68,65,0
10307,66,69,61,0
10308,86,85,71,1
10309,66,67,56,0
10310,64,71,57,0
10311,59,52,62,0
10312,71,64,63,0
10313,80,74,74,1
10314,68,60,72,0
10315,99,87,83,1
10316,77,80,67,0
10317,67,65,75,0
10318,63,54,55,0
10319,77,84,69,1
10320,55,47,55,0
10321,74,69,47,0
10322,42,35,49,0
10323,71,70,57,0
10324,47,53,39,0
10325,98,92,92,1
10326,60,54,43,0
10327,37,31,22,0
10328,89,84,84,1
10329,65,56,54,0
10330,50,57,62,0
10331,46,38,37,0
10332,85,79,85,1
10333,72,71,87,1
10334,82,82,78,1
10335,55,52,55,0
10336,91,94,96,1
10337,67,69,71,0
10338,70,68,75,0
10339,48,42,45,0
10340,76,77,83,1
10341,70,66,56,0
10342,38,36,35,0
10343,92,95,94,1
10344,56,56,65,0
10345,70,69,71,0
10346,61,55,59,0
10347,57,54,64,0
10348,61,58,70,0
10349,96,96,88,1
10350,76,69,60,0
10351,89,80,78,1
10352,97,99,93,1
10353,82,74,89,1
10354,62,67,65,0
10355,84,80,85,1
10356,75,73,77,1
10357,79,85,80,1
10358,59,61,75,0
10359,82,86,85,1
10360,69,72,59,0
10361,76,78,69,0
10362,73,61,58,0
10363,77,74,58,0
10364,59,57,54,0
10365,58,62,69,0
10366,63,63,58,0
10367,78,72,83,1
10368,66,64,58,0
10369,67,66,50,0
10370,76,75,74,1
10371,89,92,74,1
10372,64,61,67,0
10373,83,86,87,1
10374,64,68,79,0
10375,71,67,79,0
10376,76,71,55,0
10377,80,78,62,0
10378,84,82,64,1
10379,84,87,82,1
10380,63,63,68,0
10381,56,58,38,0
10382,86,83,86,1
10383,77,86,77,1
10384,82,83,73,1
10385,57,63,62,0
10386,71,65,76,0
10387,49,50,41,0
10388,62,60,52,0
10389,76,77,52,0
10390,59,62,71,0
10391,75,77,68,0
10392,76,80,81,1
10393,71,73,79,0
10394,89,89,92,1
10395,44,42,47,0
10396,65,67,55,0
10397,65,72,76,0
10398,63,57,53,0
10399,51,43,50,0
10400,89,90,81,1
10401,69,77,67,0
10402,74,70,56,0
10403,70,69,74,0
10404,69,74,70,0
10405,64,67,59,0
10406,57,57,58,0
10407,59,56,67,0
10408,65,63,64,0
10409,77,78,66,0
10410,86,85,79,1
10411,59,49,43,0
10412,85,90,74,1
10413,74,81,70,1
10414,84,78,71,1
10415,56,46,48,0
10416,76,73,69,0
10417,37,32,36,0
10418,74,73,68,0
10419,67,64,56,0
10420,70,72,62,0
10421,88,87,94,1
10422,83,86,80,1
10423,83,82,85,1
10424,51,52,42,0
10425,90,95,100,1
10426,91,96,83,1
10427,57,58,60,0
10428,65,56,59,0
10429,53,49,48,0
10430,52,54,53,0
10431,63,68,80,0
10432,63,76,62,0
10433,83,76,63,0
10434,74,70,55,0
10435,75,79,83,1
10436,47,53,49,0
10437,69,68,57,0
10438,61,56,56,0
10439,97,99,94,1
10440,64,73,77,0
10441,64,63,71,0
10442,68,65,71,0
10443,50,44,48,0
10444,71,73,57,0
10445,51,48,59,0
10446,75,76,68,0
10447,78,78,82,1
10448,86,80,89,1
10449,47,43,32,0
10450,74,72,64,0
10451,34,30,40,0
10452,90,95,99,1
10453,87,87,81,1
10454,70,73,65,0
10455,60,56,60,0
10456,79,66,71,0
10457,89,92,98,1
10458,55,53,40,0
10459,100,100,98,1
10460,71,70,77,0
10461,40,36,29,0
10462,85,88,66,1
10463,73,73,50,0
10464,80,73,59,0
10465,91,97,88,1
10466,50,52,50,0
10467,100,100,90,1
